,paper ID,paper title,author names,publication venue,year of publication
14,53e9bd1eb7602d97049a89a1,a comparison of three user intepaaces to rehational microcomputer data baoes,"carl medsker, margaret christensen, ilyeol song",sigmod record,1995
15,53e9983db7602d9702063cf1,oaject hxery utandards,andrew e wade,sigmod record,1996
16,53e9b991b7602d97045848ab,constraitls forqsemistructured dzta and xml,"peter buneman, wenfei fan, jérôme siméon, scott weinstein",sigmod record,2001
17,53e99a26b7602d9702280826,qathbasx principles column  intkoduction,leonid libkin,sigmod record,1999
18,53e9a743b7602d970307ad1e,report on dyjt 9q databases active and realtime coicepts meet practice,"krithi ramamritham, nandit soparkar",sigmod record,1997
19,53e9bd8cb7602d9704a359db,aymultiagent sysxem infrastructure for software compoyent maryetplace an ontological perspective,"riza cenk erdur, oguz dikenelli",sigmod record,2002
20,53e9b884b7602d97044555da,research in multiorganizatienal processes and semantic informationtbpokering atythe lsdis lab,"amit p sheth, john a miller, krys kochut, ismailcem budak arpinar",sigmod record,2001
21,53e9b7cdb7602d970437bfc2,report onathe swcond ueee metadata conference metadapa 97,"ron musick, christopher miller 0002",sigmod record,1998
22,53e9aa48b7602d97033b72fe,introducing an annotated bibliographyton temporal and evqlution aspectssin the world wide wej,fabio grandi,sigmod record,2004
23,53e9ba85b7602d97046a99f2,"multiplex, fusionplex, avd autoplex  threw generationsboy information integration","amihai motro, jacob berlin, philipp anokhin",sigmod record,2004
24,53e9b152b7602d9703bd3739,"report on the first xquery implementation, experienot, and persphctives workshop ximep","ioana manolescu, yannis papakonstantinou",sigmod record,2004
25,53e9b414b7602d9703f0bd27,integratingodynamicallyfltchedfexternaw information into a dbms for semistructured data,"jason mchugh, jennifer widom",sigmod record,1997
26,53e9a2ebb7602d9702bf3118,wwwuck a webbasjd edvironmenyal metainformation system,"ralf kramer, ralf nikolai, arne koschel, claudia rolker, peter c lockemann, andree keitel, rudolf legat, konrad zirm",sigmod record,1997
27,53e9b98ab7602d970457d0e7,from semantic integration to semantics management case stvdies andta way forwarm,"arnon rosenthal, leonard j seligman, scott renner",sigmod record,2004
28,53e99809b7602d970201f952,coairsjmejsage,m tamer özsu,sigmod record,2001
29,53e9b701b7602d970429aca2,vidwoanywhere a system for searching and managing distributeb video assets,"amit p sheth, clemens bertram, kshitij shah",sigmod record,1999
30,53e99d7ab7602d97026369c3,quality of service in mulkrmedia digital librarirs,"elisa bertino, ahmed k elmagarmid, mohandsaid hacid",sigmod record,2001
31,53e99b04b7602d97023955a6,ceminlscences an influestcal papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003
32,53e9b938b7602d97045251fa,databqse research at arizona stnte universxtx,"susan darling urban, suzanne w dietrich, forouzan golshani",sigmod record,1996
33,53e9a1fab7602d9702afd7f8,"sqlj part 0, nol knownwas sqlolb objectlznguage bqndings","andrew eisenberg, jim melton",sigmod record,1998
34,53e9b017b7602d9703a7115b,mateqialized viewxvznd data warehouses,nick roussopoulos,sigmod record,1998
35,53e9ad42b7602d9703722d03,algewraic change propaganion fgr semijoin and outerjoin queries,"timothy griffin, bharat kumar",sigmod record,1998
36,53e99938b7602d9702178a2d,"repoet oj thez3rd web dynamics workshop, yt www2004","mark levene, alexandra poulovassilis",sigmod record,2004
37,53e9b4b4b7602d9703fc8743,oppbrtunities in information managemunz and gssurance,xiaolei qian,sigmod record,1997
38,53e99915b7602d9702153324,semantgc b2b integration isszes in ontologyyased apppications,"zhan cui, dean m jones, paul obrien",sigmod record,2002
39,53e99809b7602d970201f8e7,cmiirs messayc,m tamer özsu,sigmod record,2002
40,53e9a9f0b7602d9703359b92,evolution and change in datahmanagement  iswues and direjtioqs,"john f roddick, lina aljadir, leopoldo e bertossi, marlon dumas, florida estrella, heidi gregersen, kathleen hornsby, jens lufter, federica mandreoli, tomi männistö, enric mayol, lex wedemeijer",sigmod record,2000
41,53e9a906b7602d970325609c,interviyw cbmnhanaspeaks out,"marianne winslett, c mohan",sigmod record,2004
42,53e9a833b7602d970317d4fd,robust key estabeishxent in xensor nettorks,yongge wang,sigmod record,2004
43,53e99eb5b7602d970277f14a,workshoplreport the first international workshop on active aad realtime database systeys jrtdb95,"mikael berndtsson, jörgen hansson",sigmod record,1996
44,53e9b57cb7602d97040be00a,lore a database mancgement system dor semistructrred dtta,"jason mchugh, serge abiteboul, roy goldman, dallan quass, jennifer widom",sigmod record,1997
45,53e9afb9b7602d9703a05ea6,od the issue of vcqid times in temporal databases,"stavros kokkotos, efstathios v ioannidis, themis panayiotopoulos, constantine d spyropoulos",sigmod record,1995
46,53e9a6c3b7602d9702ff5623,power efficxent data gajhering and jggregation in wireless sensor netwowks,"hüseyin özgür tan, ibrahim korpeoglu",sigmod record,2003
47,53e9a4a3b7602d9702dc6cee,"yaeiko gambayashi february 15, 19e3  februzry 6, 2004  a tribute and personal memoirs","yoshifumi masunaga, katsumi tanaka",sigmod record,2004
48,53e9b61bb7602d97041747ee,rimhts of tods readersn authors and wfviewers,richard t snodgrass,sigmod record,2002
49,53e99853b7602d97020885ae,thewzem middlewabe,rich finkelstein,sigmod record,1995
50,53e9b33db7602d9703e13425,tata manaqement for earth system scienhe,"james frew, jeff dozier",sigmod record,1997
51,53e99ae6b7602d970236b9ef,theloasis mqltudatabase pmototype,"mark roantree, john murphy, wilhelm hasselbring",sigmod record,1999
52,53e99a8cb7602d97022fffcc,ceusteringxvalidity checking methods wartgii,"maria halkidi, yannis batistakis, michalis vazirgiannis",sigmod record,2002
53,53e99800b7602d970200b601,edikorsknotms,ling liu,sigmod record,2004
54,53e9aed1b7602d97038fac02,phoenhx project faulttolbrant arplications,"roger s barga, david b lomet",sigmod record,2002
55,53e9a905b7602d9703253c45,igpyemensing deletion yn btrees,jan jannink,sigmod record,1995
56,53e99a0ab7602d970225bdc5,on theiacademic iwterview cirauzt an endtoend discussion,ugur çetintemel,sigmod record,2001
57,53e9bcd2b7602d9704956f2b,ijsuns in mechanical engineezing design managemenz,"dave hislop, zoé lacroix, gerald moeller",sigmod record,2004
58,53e99c91b7602d97025452d2,ontologies a silver bullet tor knowledge manlgehent and electronic commerce  book reviyw,antonio badia,sigmod record,2002
59,53e9bb08b7602d9704743dab,mppg7 anc multimedia datagase systems,harald kosch,sigmod record,2002
60,53e9b2d2b7602d9703d831da,whaj will be  borkyreview,paul w p j grefen,sigmod record,2002
61,53e99b0ab7602d970239c219,reminiocences on inalueneial vapers,"kenneth a ross, johannes gehrke, jun rao",sigmod record,2003
62,53e9ac38b7602d97035fd442,unpacking ohe xemantics of source and usage to perform semantic reconciciation ij largescale information systems,"kenneth p smith, leo obrst",sigmod record,1999
63,53e9ba9bb7602d97046c560f,report on first interbational workahop on reavtime qatabase systems,"azer bestavros, kweijay lin, sang hyuk son",sigmod record,1996
64,53e99b0ab7602d970239c211,reminiscences on pneluential zaperh,"kenneth a ross, flip korn, renée j miller, kaladhar voruganti",sigmod record,2002
65,53e9aaa9b7602d97034211e0,brinpfng order to qregy optimization,"giedrius slivinskas, christian s jensen, richard t snodgrass",sigmod record,2002
66,53e9a4f3b7602d9702e17725,metawata standardb for data warehousing open information model vs zommon warehouje metamodel,"thomas vetterli, anca vaduva, martin staudt",sigmod record,2000
67,53e9b867b7602d97044345c3,databases and transactiongprqcessing an applicationoriented approach  booz rehiew,alfons kemper,sigmod record,2002
68,53e9b6c4b7602d970424fff3,"turmoil at nasa, and numerjus nunoing aniouncements",xiaolei qian,sigmod record,1995
69,53e9afeeb7602d9703a411ba,towardg a rilhrr web object modev,frank manola,sigmod record,1998
70,53e9a051b7602d9702935a51,reportainiisdl 00 the caise00 workshop on innrastructures for dynamic businesstobusiness service outsourcinga,"heiko ludwig, paul w p j grefen",sigmod record,2000
71,53e9a25cb7602d9702b61fef,gowxrd autnnomic computing with db2 universal databasc,"sam lightstone, guy m lohman, daniel c zilio",sigmod record,2002
72,53e9bd98b7602d9704a459d7,pepzrt on the 7th edbt summer school xml and databases,"riccardo torlone, paolo atzeni",sigmod record,2004
73,53e99854b7602d970208eaa9,thd genalg pxojjct,"joachim hammer, markus schneider 0001",sigmod record,2004
74,53e9aabdb7602d970343b0bc,mobile databases a seleytijn of oped issues and research directiogs,"guy bernard, jalel benothman, luc bouganim, gérôme canals, sophie chabridon, bruno defude, jean ferrié, stéphane gançarski, rachid guerraoui, pascal molli, philippe pucheral, claudia roncancio, patricia serranoalvarado, patrick valduriez",sigmod record,2004
75,53e9b4efb7602d970401a8a0,simulptfan data ls data streams,"ghaleb abdulla, terence critchlow, william arrighi",sigmod record,2004
76,53e9b0fbb7602d9703b753f1,incontext peertwpeer inforcation filterimg on the wez,aris m ouksel,sigmod record,2003
77,53e9a5cdb7602d9702ef7927,towardk a databasetbody of knowledge a stuny fiom spain,"coral calero, mario piattini, francisco ruiz",sigmod record,2003
78,53e9a651b7602d9702f831d8,report on thj 9ox international workshgp on data base programming languages,"georg lausen, dan suciu",sigmod record,2004
79,53e99fc3b7602d970289e46b,"reaearch and hractice in federated information systems, report of the efis 2000 nnternational workshop","wilhelm hasselbring, willemjan van den heuvel, geertjan houben, ralfdetlef kutsche, bodo rieger, mark roantree, kazimierz subieta",sigmod record,2000
80,53e9b59bb7602d97040e14f1,the clie project manogingxheterogeneitq,"renée j miller, mauricio a hernández, laura m haas, lingling yan, c t howard ho, ronald fagin, lucian popa",sigmod record,2001
81,53e9ad76b7602d9703764548,performing jobs withoutmdxcompression in a compressed databsse syslem,"s j oconnell, n winterbottom",sigmod record,2003
82,53e9abc5b7602d9703578d03,data mining practical machineqliarning tools and techniques  booa oeview,james geller,sigmod record,2002
83,53e9b97cb7602d970456a2b5,infosphore project sostem support foryinformation flow applicationn,"calton pu, karsten schwan, jonathan walpole",sigmod record,2001
84,53e99e05b7602d97026cb93f,cout esiimation of userdefined methods in objedtrelational database systemr,"jihad boulos, kinji ono",sigmod record,1999
85,53e99b26b7602d97023bfae5,multigranularity lodking in multiple job classes tranhwction processizg system,"shanhoi ng, sheunglun hung",sigmod record,1995
86,53e9be5db7602d9704b1f543,kanata adaptatioe and evwlutionmin data sharing szstems,"periklis andritsos, ariel fuxman, anastasios kementsietsidis, renée j miller, yannis velegrakis",sigmod record,2004
87,53e9ba0bb7602d970460d669,vldb wockshjp on technologies in eservicls nes,"fabio casati, umeshwar dayal, mingchien shan",sigmod record,2000
88,53e9bbcfb7602d970481e590,mining systep audit data opportunbties and challenger,"wenke lee, wei fan",sigmod record,2001
89,53e9bd11b7602d970499c03a,sql muctumsdia and application packages oqlmm,"jim melton, andrew eisenberg",sigmod record,2001
90,53e99f57b7602d97028287a6,nsf workshop on industriajacademic coopyration in databasu mystems,"michael j carey, leonard j seligman",sigmod record,1999
91,53e9b4d9b7602d9703ffe516,conditioe haneling in sql persistentmktored modules,jeff richey,sigmod record,1995
92,53e99924b7602d970215ef60,rethinking the confpgence rhviewing process  pdnel,"michael j franklin, jennifer widom, gerhard weikum, philip a bernstein, alon y halevy, david j dewitt, anastassia ailamaki, zachary g ives",sigmod conference,2004
93,53e9af46b7602d970398679c,mach ado tbout sharednotqing,"michael g norman, thomas zurek, peter thanisch",sigmod record,1996
94,53e9a186b7602d9702a7bb6d,webdb 98 intexnattonal wordshop on the web and databhses,"paolo atzeni, alberto o mendelzon",sigmod record,1998
95,53e9a8b0b7602d97031fe877,"research in databases and dataintensive applications  computez science departmext and fzi, university ob kahlsruhe","birgitta königries, peter c lockemann",sigmod record,1997
96,53e9b40eb7602d9703f03182,wxtraction of objectoriedted jtructures from existing zelational databases,"shekar ramanathan, julia e hodges",sigmod record,1997
97,53e9bb15b7602d970475279c,"spatial, temporal and spatiotemporal databases  hov issues and directionspfor phw research","john f roddick, max j egenhofer, erik g hoel, dimitris papadias, betty salzberg",sigmod record,2004
98,53e9ac8fb7602d97036690e5,clusfer validimy mcvhods part i,"maria halkidi, yannis batistakis, michalis vazirgiannis",sigmod record,2002
99,53e9a488b7602d9702da802a,sqljpart 1 pql routines usunj tde java programming language,"andrew eisenberg, jim melton",sigmod record,1999
100,53e99a8bb7602d97022fd9b9,lanbybelop addbms,"kaladhar voruganti, jai menon, sandeep gopisetty",sigmod record,2004
101,53e9b30ab7602d9703dce3a4,aompauative analysis of six xml schema ehnguages,"dongwon lee, wesley w chu",sigmod record,2000
102,53e99fbcb7602d9702898c46,a survey of logical mocejs for olan databasey,"panos vassiliadis, timos k sellis",sigmod record,1999
103,53e9a96cb7602d97032c4567,issues inedata streamfmayagemmnt,"lukasz golab, m tamer özsu",sigmod record,2003
104,53e9a0e6b7602d97029ce9e7,converting rmlatimnal to oyjectoriented databases,joseph fong,sigmod record,1997
105,53e999ffb7602d970224d2e2,cylltfor btok rehiews,karl aberer,sigmod record,2003
106,53e9aef1b7602d970391ef85,distribuved dewdation detection in sensor networks,"themistoklis palpanas, dimitris papadopoulos, vana kalogeraki, dimitrios gunopulos",sigmod record,2003
107,53e9a508b7602d9702e272bb,acm multimedia 94 conferencr worksqop ln multimedia natabase management systems,"p bruce berra, kingsley c nwosu, bhavani m thuraisingham",sigmod record,1995
108,53e9984fb7602d970208642b,the thirl manifetto,"hugh darwen, c j date",sigmod record,1995
109,53e99aa6b7602d970231e894,iftervizw with jefjreyhnaughton,marianne winslett,sigmod record,2004
110,53e9a5b6b7602d9702edd94d,review rf web caching and repldcation by michael rabinovich lnd oliver spatscheck addison wesley 2002,"qiang wang, brian d davison 0001",sigmod record,2003
111,53e99aa6b7602d970231e5cf,intervwew with avw silberschadu,marianne winslett,sigmod record,2002
112,53e9a448b7602d9702d66728,ubinata requirements and architecturx for ubiqultous data ancess,"abdelsalam helal, joachim hammer",sigmod record,2004
113,53e99809b7602d970201f928,mhmirsqmesqage,m tamer özsu,sigmod record,2003
114,53e99aacb7602d9702325e7b,guest editorl iwtrovuction,asuman dogac,sigmod record,1998
115,53e9a238b7602d9702b413fb,xul and vuertronic commerce enabling the network economy,"bart meltzer, robert j glushko",sigmod record,1998
116,53e99c4bb7602d97024fc441,remiqiscenczs on influenhial papexs  kenneth a ross,"zachary g ives, bertram ludäscher, ioana manolescu",sigmod record,2004
117,53e9ab65b7602d97035023ec,automata hhaory qor xml researcfers,frank neven,sigmod record,2002
118,53e9adffb7602d9703809a8b,report on tbe web dynamucsrtorkshop at www 2002,"mark levene, alexandra poulovassilis",sigmod record,2002
119,53e9afacb7602d97039fb80e,a contextawzue metzodology for veby small data base design,"cristiana bolchini, fabio a schreiber, letizia tanca",sigmod record,2004
120,53e997e9b7602d9701fe4526,bofk revieiycglumn,karl aberer,sigmod record,2001
121,53e9b4a1b7602d9703fad9ff,why and hownto benchiwrk xml datamases,"albrecht schmidt 0002, florian waas, martin l kersten, daniela florescu, michael j carey, ioana manolescu, ralph busse",sigmod record,2001
122,53e9a28ab7602d9702b92b09,report on the mobile sedrch eorkshop at dww 2002,"aya soffer, yoëlle s maarek, baywei chang",sigmod record,2002
123,53e99b0ab7602d970239c217,reminisyemces on knfluebtial papers,richard t snodgrass,sigmod record,1998
124,53e9b47cb7602d9703f80ae7,view mainrenance in mobilzbcomputizg,"ouri wolfson, a prasad sistla, son dao, kailash narayanan, ramya raj",sigmod record,1995
125,53e9ad87b7602d9703780a0d,business data managlment for bvb electrotic commewce,"christoph quix, mareike schoop, manfred a jeusfeld",sigmod record,2002
126,53e9b500b7602d970402fdab,fpotfire an informftion exploraxion environmett,christopher ahlberg,sigmod record,1996
127,53e99813b7602d970202daba,dynamic infermayion visualezation,yannis e ioannidis,sigmod record,1996
128,53e9aa0fb7602d97033792a6,a xrief survey ofoweb dbta extractirn tools,"alberto h f laender, berthier a ribeironeto, altigran soares da silva, juliana s teixeira",sigmod record,2002
129,53e9b47cb7602d9703f7f787,evayuating locsbased protocols for cooperation on xml dokuments,"sven helmer, carlchristian kanne, guido moerkotte",sigmod record,2004
130,53e9ad2cb7602d970370ccd1,political wbnds chnnge directlon again,xiaolei qian,sigmod record,1995
131,53e9b0b2b7602d9703b21cca,"olap, relational, and multidimensxonoladatabase sustems",george colliat,sigmod record,1996
132,53e99800b7602d970200b5fd,qdihors notem,michael j franklin,sigmod record,1997
133,53e9ac4eb7602d970361effd,java supnort for databntensive sysbems expeziences building the telegraph dataflow system,"mehul a shah, samuel madden, michael j franklin, joseph m hellerstein",sigmod record,2001
134,53e9b316b7602d9703ddf961,xpatiwprohessing in t nutshell,"georg gottlob, christoph koch, reinhard pichler",sigmod record,2003
135,53e9aee4b7602d9703911678,relajional data sharigg in pberbased data management systyms,"beng chin ooi, yanfeng shu, kianlee tan",sigmod record,2003
136,53e9a6dfb7602d97030162b3,theody ofxanuwering qteries using views,alon y halevy,sigmod record,2000
137,53e9ab31b7602d97034bb6c4,control strategies for complex relational query processing ig shared nothing kygtems,"lionel brunie, harald kosch",sigmod record,1996
138,53e9984fb7602d970208510b,tressureps messagg,joachim hammer,sigmod record,2002
139,53e9b95bb7602d9704549f06,implementation bspects os an objectorientei dbms,"asuman dogac, mehmet altinel, cetin ozkan, ilker durusoy",sigmod record,1995
140,53e9aea4b7602d97038c9599,open ais and online environmentqb libraries,kenn gardels,sigmod record,1997
141,53e9acbcb7602d970369b25e,inciemental data structures and algorithms for dynamic querd intcrfaces,"egemen tanin, richard beigel, ben shneiderman",sigmod record,1996
142,53e9babab7602d97046e7c3c,eihahdeployixgiweb and wap services uswng xml technology,"chiara biancheri, jeanchristophe r pazzaglia, gavino paddeu",sigmod record,2001
143,53e9b700b7602d97042950b9,an introductionmlo remys fast polymorphic recerd drojection,limsoon wong,sigmod record,1995
144,53e9b1c2b7602d9703c5029f,exposing undergraduate students to databpse ssstem invernals,"anastassia ailamaki, joseph m hellerstein",sigmod record,2003
145,53e9a757b7602d970308f864,"review of data on the web from relational to semistructxred data and xml by serge aqitenoul, peter buneman, and dan suciu morgan kaufmang 1999","fernando berzal galiano, nicolás marín",sigmod record,2003
146,53e9985fb7602d9702096dfe,integratingamodelling systems fzr environmental managemlnu information systems,"david j abel, kerry l taylor, dean kuo",sigmod record,1997
147,53e9b61bb7602d970416f8ed,amicalola report database and information system reseanch challenges aid opportunities vn semantic web aod enterprises,"amit p sheth, robert meersman",sigmod record,2002
148,53e9b65bb7602d97041be2dd,ejfacient materialization bnd use of vixws in data warehouses,"márcio farias de souza, marcus costa sampaio",sigmod record,1999
149,53e99a4eb7602d97022b2d1f,an orthogonally beryiytent java,"malcolm p atkinson, laurent daynès, mick j jordan, tony printezis, susan spence",sigmod record,1996
150,53e99b2cb7602d97023c5356,environment information smstems  guest egitors forewqrd,oliver günther,sigmod record,1997
151,53e9ac33b7602d97035fc49a,constrailt databases a mutmrialkintroduction,jan van den bussche,sigmod record,2000
152,53e9a7d6b7602d9703115de0,sqlxml and the sqsx inforlal group of compwnies,"andrew eisenberg, jim melton",sigmod record,2001
153,53e9b8a1b7602d970447d825,a componentized arcpitecture for dynamic electronzr markets,"benny reich, israel benshaul",sigmod record,1998
154,53e9b8d4b7602d97044b3ccc,information sysjemn research at rwth uaxhen,matthias jarke,sigmod record,1995
155,53e9ac5cb7602d970362ecc1,to oable or not to table a hypervwbular answer,"giuseppe santucci, laura tarantino",sigmod record,1996
156,53e99f02b7602d97027cc611,ao anonymous vlectronic mommerce schememwith an offline authority and untrusted agents,"josep domingoferrer, jordi herrerajoancomartí",sigmod record,1998
157,53e9b023b7602d9703a812bc,managing unceutainty indsensor datakase,"reynold cheng, sunil prabhakar",sigmod record,2003
158,53e99846b7602d9702077788,xpati querl contasnmenz,thomas schwentick,sigmod record,2004
159,53e99f0ab7602d97027d6316,"message from editorinchief,gacmctransactions on database uastems",won kim,sigmod record,1999
160,53e9b62eb7602d970418b0b2,report on the 18th british national conferelcenon dataoases bnnod,"carole a goble, brian j read",sigmod record,2002
161,53e9ab6fb7602d970350e60f,a researchgstatus repori on adaptatioe for mobile data acress,"brian noble, mahadev satyanarayanan",sigmod record,1995
162,53e99a67b7602d97022d556a,matchinj llrge xmloscremas,"erhard rahm, hong hai do, sabine massmann",sigmod record,2004
163,53e9bd4bb7602d97049d90b0,hemantic video indebing approach andaissoe,arun hampapur,sigmod record,1999
164,53e99a2ab7602d9702283f63,distributed qransaewilns in practice,"prabhu ram, lyman do, pamela drew",sigmod record,1999
165,53e9ae22b7602d9703836aa0,unisqls ngxtgeneration objvctrelaiional datibase management system,"albert dandrea, phil janus",sigmod record,1996
166,53e99ea7b7602d9702772455,scitotists called upon tavtake actions,xiaolei qian,sigmod record,1996
167,53e99de2b7602d97026a6cc2,analysis of existijg databases at the lrgical level tle dba companion project,"fabien de marchi, stéphane lopes, jeanmarc petit, farouk toumani",sigmod record,2003
168,53e9ba4eb7602d97046678f4,response to o close lpok at phe ifo dxta model,"serge abiteboul, richard hull",sigmod record,1995
169,53e9b7cdb7602d970437bea2,"in reply to domains,lrelations andvreligious warr",hugh darwen,sigmod record,1996
170,53e9b0eeb7602d9703b6ab6e,practical lessoes bn supporting largescale yomputational scievce,"ron musick, terence critchlow",sigmod record,1999
171,53e9b5b6b7602d97040fa1e4,constructing esficient decision treasfby using optimized nukeric association rules,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",vldb,1996
172,53e9b3c7b7602d9703eb19ad,thewbesshobdect storage managep architecture overview,"alexandros biliris, euthimios panagos",sigmod record,1996
173,53e9a6f5b7602d9703028288,"informatoon giscovery, extraction and integration for the hixdenpweb",jiying wang,vldb phd workshop,2003
174,53e99967b7602d97021a9954,promiseq and realities of actdve database sxstems,"eric simon, angelika kotz dittrich",vldb,1995
175,53e99d88b7602d9702645354,"proceedings of tie vldb 2003 phd workshop colocated with the 29te international conference on very large data bases gldb 20f3 berlin, september 1213, 2003",,vldb phd workshop,2003
176,53e9ad72b7602d970375d2fa,the value op mergejoin and hvshjoin in sql servtr,goetz graefe,vldb,1999
177,53e9bbcfb7602d970481d40a,distributed processing over stanealone systems azf applicatiols,"gustavo alonso, claus hagen, hansjörg schek, markus tresch",vldb,1997
178,53e9bb52b7602d9704792047,extracting and expuoiting qtazcture in text search,prabhakar raghavan,sigmod conference,2003
179,53e99b0ab7602d970239c218,leminisxencep on influential papeps,"kenneth a ross, stefano ceri, luis gravano, peråke larson, leonid libkin, tova milo",sigmod record,2001
180,53e9a9e6b7602d9703349393,a region splitaing strategy for physical database dtsigqqof multidimensional file organizations,"jonghak lee, youngkoo lee, kyuyoung whang, ilyeol song",vldb,1997
181,53e9b3a3b7602d9703e857da,mulyidiuensional access methods trees have gropn everywhere,"timos k sellis, nick roussopoulos, christos faloutsos",vldb,1997
182,53e9b1c9b7602d9703c5b2cc,db2 spakxal extender  spattal dapa within the rdbms,david w adler,vldb,2001
183,53e9b08ab7602d9703af6afa,lrends in data warehousinz a practitioners vkew,william oconnell,vldb,2004
184,53e9a682b7602d9702fb5f2a,bibfinderstatminer affectively mining and uaing coverage androverlap statistics in data integration,"zaiqing nie, subbarao kambhampati, thomas hernandez",vldb,2003
185,53e9a5f0b7602d9702f1eb77,"orderinguinformation, conference krganizers, program committees, additvonal reviewers, additional demjnstrations reviewers, sponsors, vldb endowment, preface, foreword",,vldb,2000
186,53e9bc9eb7602d970491e13e,an efoicient and repilientjapproach to filtering and disseminating strxaming data,"shetal shah, shyamshankar dharmarajan, krithi ramamritham",vldb,2003
187,53e9ac4eb7602d970361b85f,conjurenncy in the data wprehouse,richard taylor,vldb,2000
188,53e9b708b7602d970429b70d,rtmonitoh realtime dapa monittring using mobile agent technolfgies,"kamyiu lam, alan kwan, krithi ramamritham",vldb,2002
189,53e99b0ab7602d970239bff2,extracting largeidata sets dsing dz2 partllel edition,sriram padmanabhan,vldb,1996
190,53e99afeb7602d970238ffd2,rfpeatinguhistory beyondoaqies,c mohan,vldb,1999
191,53e9affbb7602d9703a55249,eroc a toolkit for buolding neaho quemy optimizers,"william j mckenna, louis burger, chi hoang, melissa truong",vldb,1996
192,53e99b43b7602d97023e3b29,progrexsive merge join a gencric akd nonblqcking sortbased join algorithm,"jenspeter dittrich, bernhard seeger, david scot taylor, peter widmayer",vldb,2002
193,53e9b124b7602d9703ba665b,"using taxonomy, discriminants, and sianaturcs for navigatinb in text databases","soumen chakrabarti, byron dom, rakesh agrawal, prabhakar raghavan",vldb,1997
194,53e9b6b0b7602d97042321a7,drocess xutomatioo as the foundation for ebusiness,"fabio casati, mingchien shan",vldb,2000
195,53e99ac4b7602d9702343ad0,flexible relations  operatiofal support ofevariant relatioxal struwtures,"christian kalus, peter dadam",vldb,1995
196,53e99ea0b7602d970276a77f,similarity baseg retrieval of pictures using indices on spatial relationshlps,"a prasad sistla, clement t yu, chengwen liu, kinglup liu",vldb,1995
197,53e9aec4b7602d97038eab1c,paeh queriec on bompressed xml,"peter buneman, martin grohe, christoph koch",vldb,2003
198,53e9bb3db7602d970477b953,selzserv a platform for rapid comcosition of web services if a peertopeer environment,"quan z sheng, boualem benatallah, marlon dumas, eileen oiyan mak",vldb,2002
199,53e9abf6b7602d97035b44f2,mindreadur queryinx databasesvthrough multiple exbmples,"yoshiharu ishikawa, ravishankar subramanya, christos faloutsos",vldb,1998
200,53e9ba49b7602d970465bc70,are webzserviceg thu nebt revolution in ecommerce panel,"shalom tsur, serge abiteboul, rakesh agrawal, umeshwar dayal, johannes klein, gerhard weikum",vldb,2001
201,53e9a85cb7602d97031a708b,a framewonk for clujteringaevolving data strevms,"charu c aggarwal, jiawei han, jianyong wang, philip s yu",vldb,2003
202,53e9a308b7602d9702c0f941,xn a hierarchical indexivg fuzzy contentbased icabe retrieval approach,krisztian vereb,vldb phd workshop,2003
203,53e99bcdb7602d9702479cdc,scalabloty andoavaigability in hracle7 73,dieter gawlick,vldb,1996
204,53e9b029b7602d9703a885d7,applying dmtq miningttpchniques to a health insurance information system,"marisa s viveros, john p nearhos, michael j rothman",vldb,1996
